헤브론스타국가코드,현지언어국가명,영문국가명,국가언어코드값,현지언어명,영문언어명,현지언어기업명,통화구분코드,화폐단위명,영문기업명,법인등록번호,사업자등록번호,현지언어산업군명,영문산업군명,설립일자,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,회계연도,회계분기,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,이자비용,기타영업외비용금액,영업이익손실금액,이자수익,기타영업외수익금액,법인세차감전순이익,당기순이익/손실금액,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업CAGR,기업 연수,기업 상태,기업추가정보값,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CABKA N.V. EUR 12 WARRANTS,EUR,유로,CABKA N.V. EUR 12 WARRANTS,(NA)법인등록번호,(NA)사업자등록번호,"5020, Industrial Goods and Services","5020, Industrial Goods and Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DSCW2,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.302,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CABKA N.V. EUR 13 WARRANTS,EUR,유로,CABKA N.V. EUR 13 WARRANTS,(NA)법인등록번호,(NA)사업자등록번호,"5020, Industrial Goods and Services","5020, Industrial Goods and Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DSCW3,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.352,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CM.COM,EUR,유로,CM.COM,(NA)법인등록번호,(NA)사업자등록번호,"1010, Technology","1010, Technology",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CMCOM,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,237.047천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,1.733천 유로,(NA) 기타영업외비용금액,-19.263천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,-17.490천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 14.75,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,Coca-Cola Europacific Partners plc,EUR,유로,Coca-Cola Europacific Partners plc,(NA)법인등록번호,(NA)사업자등록번호,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CCEP,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,13.763.000천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,129.000천 유로,(NA) 기타영업외비용금액,1.516.000천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,988.000천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 48.76,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CORBION,EUR,유로,CORBION,(NA)법인등록번호,(NA)사업자등록번호,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CRBN,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,1.070.800천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,9.500천 유로,(NA) 기타영업외비용금액,82.000천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,78.300천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 31.14,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CORE LABORATORIES N.V.,EUR,유로,CORE LABORATORIES N.V.,(NA)법인등록번호,(NA)사업자등록번호,"6010, Energy","6010, Energy",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CLB,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,415.270천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,8.082천 유로,(NA) 기타영업외비용금액,39.970천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,17.855천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 22.50,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CRYSTAL PEAK ACQUISITION SHARES,EUR,유로,CRYSTAL PEAK ACQUISITION SHARES,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CPA1,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 9.75,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CRYSTAL PEAK ACQUISITION WARRANTS,EUR,유로,CRYSTAL PEAK ACQUISITION WARRANTS,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CPA1W,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.50,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CTAC,EUR,유로,CTAC,(NA)법인등록번호,(NA)사업자등록번호,"1010, Technology","1010, Technology",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTAC,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,106.424천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,451천 유로,(NA) 기타영업외비용금액,6.462천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,4.665천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 4.14,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. ORDINARY SHARES,EUR,유로,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. ORDINARY SHARES,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTCA1,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 9.60,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. TREASURY SHARES,EUR,유로,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. TREASURY SHARES,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTCT1,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,(NA)기업추가정보값,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. WARRANTS,EUR,유로,CLIMATE TRANSITION CAPITAL ACQUISITION I B.V. WARRANTS,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTCW1,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.14,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,CTP NV,EUR,유로,CTP NV,(NA)법인등록번호,(NA)사업자등록번호,"3510, Real Estate","3510, Real Estate",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTPNV,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,334.651천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,6.810천 유로,(NA) 기타영업외비용금액,38.910천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 13.32,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,DGB GROUP N.V.,EUR,유로,DGB GROUP N.V.,(NA)법인등록번호,(NA)사업자등록번호,"5020, Industrial Goods and Services","5020, Industrial Goods and Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DGB,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,1.687천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,0천 유로,(NA) 기타영업외비용금액,557천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,-12천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.922,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,DISRUPTIVE CAPITAL SHARES,EUR,유로,DISRUPTIVE CAPITAL SHARES,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DCACS,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 10.00,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,DISRUPTIVE CAPITAL WARRANTS,EUR,유로,DISRUPTIVE CAPITAL WARRANTS,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DCACW,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 0.60,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,DSM KON,EUR,유로,DSM KON,(NA)법인등록번호,(NA)사업자등록번호,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,DSM,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,9.204.000천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,95.000천 유로,(NA) 기타영업외비용금액,1.021.000천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,1.680.000천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 136.65,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,EASE2PAY NV,EUR,유로,EASE2PAY NV,(NA)법인등록번호,(NA)사업자등록번호,"1010, Technology","1010, Technology",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EAS2P,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,354천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,10천 유로,(NA) 기타영업외비용금액,-798천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,-808천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 2.46,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,EBUSCO HOLDING N.V.,EUR,유로,EBUSCO HOLDING N.V.,(NA)법인등록번호,(NA)사업자등록번호,"5020, Industrial Goods and Services","5020, Industrial Goods and Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EBUS,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,24.265천 유로,(NA) 매출원가금액,(NA) 판매비관리비금액,3.770천 유로,(NA) 기타영업외비용금액,-39.571천 유로,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,-26.797천 유로,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 24.28,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
NLD,Nederland,Nederlands,NL,Nederlands,Dutch,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. ORDINARY SHARES,EUR,유로,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. ORDINARY SHARES,(NA)법인등록번호,(NA)사업자등록번호,"3020, Financial Services","3020, Financial Services",(NA) 설립일자,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EHCS,(NA) 상장일자,(NA) 회계연도,(NA) 회계분기,(NA) 유동자산금액,(NA) 비유동자산금액,(NA) 자산총계금액,(NA) 유동부채금액,(NA) 비유동부채금액,(NA) 부채총계금액,(NA) 자본총계금액,(NA) 부채자본총계금액,(NA) 매출액,(NA) 매출원가금액,(NA) 판매비관리비금액,(NA) 이자비용,(NA) 기타영업외비용금액,(NA) 영업이익손실금액,(NA) 이자수입,(NA) 기타영업외수익금액,(계산예정)법인세차감전순이익,(NA) 당기순이익,(NA) 영업활동현금흐름금액,(NA) 투자활동현금흐름금액,(NA) 재무활동현금흐름금액,(NA) 기초현금자산금액,(NA) 기말현금자산금액,(NA) 부채비율,(계산예정)영업이익율,(계산예정)매출액증가율,(계산예정)영업이익증가율,(계산예정)당기순이익 증가율,(계산예정)기업CAGR,(계산예정)기업 연수,(계산예정)기업 상태,주당가치: 9.50,(NA) 작업구분코드,(NA) 데이터생성일자,(NA) 연계처리상태코드,(NA) 연계처리일자
