헤브론스타국가코드,현지언어국가명,영문국가명,시간,대륙,GDP,인구,지역,기업식별코드,현지언어기업명,영문기업명,현지언어한줄소개내용,영문한줄소개내용,현지언어기업소개내용,영문기업소개내용,설립일자,법인등록번호,사업자등록번호,기업대표전화번호,대표팩스번호,대표이메일,기업홈페이지URL,페이스북URL,인스타그램URL,유튜브URL,링크드인URL,트위터핸들,현지언어기업주소,영문기업주소,현지언어기업상세주소,영문기업상세주소,기업우편번호,기업종업원,외감법인구분,기업연수,기업상태,현지언어담당자명,영문담당자명,현지언어직위명,영문직위명,담당자부서명,담당자전화번호,담당자팩스번호,담당자이메일,담당자팩스번호,회계연도,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,영업이익손실금액,금융수익금액,금융비용금액,기타영업외수익금액,기타영업외비용금액,법인세차감전순이익,법인세비용,당기순이익,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업 CAGR,현지언어산업군명,영문산업군명,현지언어주요제품명내용,영문주요제품명내용,국가언어코드,현지언어언어명,영문언어명,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,주가(일),주가(1주),주가(1개월),주가(6개월),주가(1년),주가(3년),주가(5년),주가(10년),거래량,시가총액,지점코드,지점명,주소,주소상세,우편번호,사업자등록번호,이벤트,통화구분코드,화폐단위명,담당자,소스,날짜
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBenevolentAI,BenevolentAI,BenevolentAI,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/LU2355630968-XAMS/benevolentai-w/baiw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,BenevolentAI,,,https://live.euronext.com/en/product/equities/LU2355630968-XAMS/benevolentai-w/baiw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2010, Health Care","2010, Health Care","20103010, Biotechnology","20103010, Biotechnology",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BAIW,,0.37 EUR,0.37 EUR,0.37 EUR,,0.75 EUR,,,,"11,032",3.700M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBenevolentAI,BenevolentAI,BenevolentAI,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,BenevolentAI(English: BenevolentAI) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/LU2355630968-XAMS/benevolentai-w/baiw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,BenevolentAI,,,https://live.euronext.com/en/product/equities/LU2355630968-XAMS/benevolentai-w/baiw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2010, Health Care","2010, Health Care","20103010, Biotechnology","20103010, Biotechnology",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BAIW,,0.37 EUR,0.37 EUR,0.37 EUR,,0.75 EUR,,,,"11,032",3.700M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSGP BULLHOUND ACQUISITION WARR,GP BULLHOUND ACQUISITION WARR,GP BULLHOUND ACQUISITION WARR,GP BULLHOUND ACQUISITION WARR(English: GP BULLHOUND ACQUISITION WARR) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GP BULLHOUND ACQUISITION WARR(English: GP BULLHOUND ACQUISITION WARR) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GP BULLHOUND ACQUISITION WARR(English: GP BULLHOUND ACQUISITION WARR) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,GP BULLHOUND ACQUISITION WARR(English: GP BULLHOUND ACQUISITION WARR) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/LU2434421330-XAMS/gp-bhnd-warr/bhndw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,GP BULLHOUND ACQUISITION WARR,,,https://live.euronext.com/en/product/equities/LU2434421330-XAMS/gp-bhnd-warr/bhndw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BHNDW,,0.30 EUR,0.30 EUR,0.30 EUR,,0.30 EUR,,,,"30,000",2.942M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSGP BULLHOUND TREASURY SHARES,GP BULLHOUND TREASURY SHARES,GP BULLHOUND TREASURY SHARES,GP BULLHOUND TREASURY SHARES(English: GP BULLHOUND TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GP BULLHOUND TREASURY SHARES(English: GP BULLHOUND TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GP BULLHOUND TREASURY SHARES(English: GP BULLHOUND TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,GP BULLHOUND TREASURY SHARES(English: GP BULLHOUND TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/LU2437856854-XAMS/gp-bhnd-tr-sha/bhndt/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,GP BULLHOUND TREASURY SHARES,,,https://live.euronext.com/en/product/equities/LU2437856854-XAMS/gp-bhnd-tr-sha/bhndt/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BHNDT,,,,,,,,,,,,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSHEINEKEN HOLDING,HEINEKEN HOLDING,HEINEKEN HOLDING,HEINEKEN HOLDING(English: HEINEKEN HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HEINEKEN HOLDING(English: HEINEKEN HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HEINEKEN HOLDING(English: HEINEKEN HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,HEINEKEN HOLDING(English: HEINEKEN HOLDING) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000008977-XAMS/heineken-holding/heio/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,HEINEKEN HOLDING,,,https://live.euronext.com/en/product/equities/NL0000008977-XAMS/heineken-holding/heio/quotes,,2021,,,,,,,,,21.941.000천 유로,,,4.483.000천 유로,,413.000천 유로,,,,,3.535.000천 유로,,,,,,,,,,,,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco","45101010, Brewers","45101010, Brewers",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,HEIO,,72.25 EUR,72.45 EUR,76.10 EUR,,87.05 EUR,,,,"582,511",20.810B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSHEINEKEN,HEINEKEN,HEINEKEN,HEINEKEN(English: HEINEKEN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HEINEKEN(English: HEINEKEN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,HEINEKEN(English: HEINEKEN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,HEINEKEN(English: HEINEKEN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000009165-XAMS/heineken/heia/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,HEINEKEN,,,https://live.euronext.com/en/product/equities/NL0000009165-XAMS/heineken/heia/quotes,,2021,,,,,,,,,21.941.000천 유로,,,4.483.000천 유로,,413.000천 유로,,,,,3.535.000천 유로,,,,,,,,,,,,"4510, Food, Beverage and Tobacco","4510, Food, Beverage and Tobacco","45101010, Brewers","45101010, Brewers",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,HEIA,,92.02 EUR,92.20 EUR,96.14 EUR,,104.60 EUR,,,,"4,086,383",53.004B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSCTAC,CTAC,CTAC,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000345577-XAMS/ctac/ctac/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,CTAC,,,https://live.euronext.com/en/product/equities/NL0000345577-XAMS/ctac/ctac/quotes,,2021,,,,,,,,,106.424천 유로,,,6.462천 유로,,451천 유로,,,,,4.665천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTAC,,4.04 EUR,4.18 EUR,4.20 EUR,,4.90 EUR,,,,"2,081",55.095M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSCTAC,CTAC,CTAC,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,CTAC(English: CTAC) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000345577-XAMS/ctac/ctac/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,CTAC,,,https://live.euronext.com/en/product/equities/NL0000345577-XAMS/ctac/ctac/quotes,,2021,,,,,,,,,106.424천 유로,,,6.462천 유로,,451천 유로,,,,,4.665천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,CTAC,,4.00 EUR,4.18 EUR,4.20 EUR,,4.90 EUR,,,,"8,000",54.549M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEASE2PAY NV,EASE2PAY NV,EASE2PAY NV,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EASE2PAY NV,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,2021,,,,,,,,,354천 유로,,,-798천 유로,,10천 유로,,,,,-808천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EAS2P,,2.595 EUR,2.645 EUR,2.73 EUR,,3.86 EUR,,,,"2,106",27.378M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEASE2PAY NV,EASE2PAY NV,EASE2PAY NV,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EASE2PAY NV(English: EASE2PAY NV) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EASE2PAY NV,,,https://live.euronext.com/en/product/equities/NL0000345627-XAMS/ease2pay-nv/eas2p/quotes,,2021,,,,,,,,,354천 유로,,,-798천 유로,,10천 유로,,,,,-808천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101010, Computer Services","10101010, Computer Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EAS2P,,2.595 EUR,2.645 EUR,2.73 EUR,,3.86 EUR,,,,"2,106",27.378M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNEDAP,NEDAP,NEDAP,NEDAP(English: NEDAP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,NEDAP(English: NEDAP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,NEDAP(English: NEDAP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,NEDAP(English: NEDAP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000371243-XAMS/nedap/nedap/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,NEDAP,,,https://live.euronext.com/en/product/equities/NL0000371243-XAMS/nedap/nedap/quotes,,2021,,,,,,,,,207.012천 유로,,,23.072천 유로,,0천 유로,,,,,18.284천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50202020, Electronic Equipment: Control and Filter","50202020, Electronic Equipment: Control and Filter",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NAIW,,59.80 EUR,60.10 EUR,63.70 EUR,,69.80 EUR,,,,"12,166",400.237M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSGeoJunxion N.V.,GeoJunxion N.V.,GeoJunxion N.V.,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000430106-XAMS/geojunxion/gojxn/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,GeoJunxion N.V.,,,https://live.euronext.com/en/product/equities/NL0000430106-XAMS/geojunxion/gojxn/quotes,,2020,,,,,,,,,2.401천 유로,,,-2.075천 유로,,,,,,,-2.164천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101020, Consumer Digital Services","10101020, Consumer Digital Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,GOJXN,,1.83 EUR,1.88 EUR,2.62 EUR,,2.62 EUR,,,,183,7.765M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSGeoJunxion N.V.,GeoJunxion N.V.,GeoJunxion N.V.,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,GeoJunxion N.V.(English: GeoJunxion N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000430106-XAMS/geojunxion/gojxn/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,GeoJunxion N.V.,,,https://live.euronext.com/en/product/equities/NL0000430106-XAMS/geojunxion/gojxn/quotes,,2020,,,,,,,,,2.401천 유로,,,-2.075천 유로,,,,,,,-2.164천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101020, Consumer Digital Services","10101020, Consumer Digital Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,GOJXN,,1.83 EUR,1.88 EUR,2.62 EUR,,2.62 EUR,,,,183,7.765M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNeways Electronics International N.V.,Neways Electronics International N.V.,Neways Electronics International N.V.,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,Neways Electronics International N.V.(English: Neways Electronics International N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000440618-XAMS/neways-electronics/neway/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,Neways Electronics International N.V.,,,https://live.euronext.com/en/product/equities/NL0000440618-XAMS/neways-electronics/neway/quotes,,2021,,,,,,,,,469.535천 유로,,,12.600천 유로,,1.726천 유로,,,,,8.729천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10102010, Semiconductors","10102010, Semiconductors",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NSE,,13.00 EUR,13.00 EUR,14.70 EUR,,17.00 EUR,,,,91,159.512M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBOSKALIS WESTMIN,BOSKALIS WESTMIN,BOSKALIS WESTMIN,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000852580-XAMS/boskalis-westmin/boka/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,BOSKALIS WESTMIN,,,https://live.euronext.com/en/product/equities/NL0000852580-XAMS/boskalis-westmin/boka/quotes,,2021,,,,,,,,,2.956.778천 유로,,,198.588천 유로,,12.160천 유로,,,,,148.399천 유로,,,,,,,,,,,,"5010, Construction and Materials","5010, Construction and Materials","50101010, Construction","50101010, Construction",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BOKA,,32.68 EUR,32.90 EUR,33.56 EUR,,33.56 EUR,,,,"48,524",4.226B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSBOSKALIS WESTMIN,BOSKALIS WESTMIN,BOSKALIS WESTMIN,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,BOSKALIS WESTMIN(English: BOSKALIS WESTMIN) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0000852580-XAMS/boskalis-westmin/boka/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,BOSKALIS WESTMIN,,,https://live.euronext.com/en/product/equities/NL0000852580-XAMS/boskalis-westmin/boka/quotes,,2021,,,,,,,,,2.956.778천 유로,,,198.588천 유로,,12.160천 유로,,,,,148.399천 유로,,,,,,,,,,,,"5010, Construction and Materials","5010, Construction and Materials","50101010, Construction","50101010, Construction",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BOKA,,32.62 EUR,32.90 EUR,33.56 EUR,,33.56 EUR,,,,"100,485",4.219B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSMKB Nedsense N.V.,MKB Nedsense N.V.,MKB Nedsense N.V.,MKB Nedsense N.V.(English: MKB Nedsense N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,MKB Nedsense N.V.(English: MKB Nedsense N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,MKB Nedsense N.V.(English: MKB Nedsense N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,MKB Nedsense N.V.(English: MKB Nedsense N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0009312842-XAMS/mkb-nedsense/nedse/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,MKB Nedsense N.V.,,,https://live.euronext.com/en/product/equities/NL0009312842-XAMS/mkb-nedsense/nedse/quotes,,2013,,,,,,,,,8.912천 유로,,,-1.197천 유로,,,,,,,-1.704천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101015, Software","10101015, Software",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,MAREL,,0.1545 EUR,0.155 EUR,0.155 EUR,,0.202 EUR,,,,"14,252",6.273M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
