name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
ACTIA Group S.A.,ACTIA Group S.A.,"ACTIA Group S.A. manufactures and sells electronic on-board systems for the automotive and telecommunications markets in France and internationally. Its Automotive division designs and manufactures electronic systems connecting various embedded electrical and electronic parts of a vehicle; and provides software applications to customize and configure these systems. Its products include instrumentation and driver cockpit systems comprising instrument displays, and dashboards; CCTV video surveillance, infotainment broadcasting systems for passengers, and radio and audio systems for vehicles; telematics platforms, including global positioning and telecommunications systems, calculator, and memory; and electric power trains, batteries for industrial vehicles, and electronic diagnostics products. This division also offers vehicle inspection and repair equipment; and designs and produces wheel alignment, wheel balancing, gas analysers, car lifts, and other garage equipment. This division provides installation and onsite commissioning, training, software upgrades, hotline, tele-assistance, aftermarket, and maintenance services. Its Telecommunications division offers equipment for satellite telecommunications earth stations and related products, such as amplifiers, and transmission/reception sub-assemblies. This division also offers control-command equipment for energy transmission and distribution systems, and transmission systems; and equipment and systems for digital TV and radio, and telecommunications sectors. In addition, this division provides visual and audio information, video surveillance, announcement, and specific train to trackside transmission systems; and detection equipment and relays for railways. The company is also involved in the real estate activity. The company was formerly known as Actielec Technologies and changed its name to ACTIA Group S.A. in September 2008. ACTIA Group S.A. was incorporated in 1957 and is headquartered in Toulouse, France.","ACTIA Group S.A. manufactures and sells electronic on-board systems for the automotive and telecommunications markets in France and internationally. Its Automotive division designs and manufactures electronic systems connecting various embedded electrical and electronic parts of a vehicle; and provides software applications to customize and configure these systems. Its products include instrumentation and driver cockpit systems comprising instrument displays, and dashboards; CCTV video surveillance, infotainment broadcasting systems for passengers, and radio and audio systems for vehicles; telematics platforms, including global positioning and telecommunications systems, calculator, and memory; and electric power trains, batteries for industrial vehicles, and electronic diagnostics products. This division also offers vehicle inspection and repair equipment; and designs and produces wheel alignment, wheel balancing, gas analysers, car lifts, and other garage equipment. This division provides installation and onsite commissioning, training, software upgrades, hotline, tele-assistance, aftermarket, and maintenance services. Its Telecommunications division offers equipment for satellite telecommunications earth stations and related products, such as amplifiers, and transmission/reception sub-assemblies. This division also offers control-command equipment for energy transmission and distribution systems, and transmission systems; and equipment and systems for digital TV and radio, and telecommunications sectors. In addition, this division provides visual and audio information, video surveillance, announcement, and specific train to trackside transmission systems; and detection equipment and relays for railways. The company is also involved in the real estate activity. The company was formerly known as Actielec Technologies and changed its name to ACTIA Group S.A. in September 2008. ACTIA Group S.A. was incorporated in 1957 and is headquartered in Toulouse, France.",2000-06-06,Auto Parts,https://www.actia.com,3605,462839000,,,33561176198,,"5 rue Jorge SEMPRUN, Toulouse Cedex 4","Toulouse, OCCITANIE, FR",31432,https://www.actia.com,https://www.actia.com,https://financialmodelingprep.com/image-stock/ATI.PA.jpg,"#ACTIA Group S.A., #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Delfingen Industry S.A.,Delfingen Industry S.A.,"Delfingen Industry S.A. provides protection and routing systems for electrical networks, and on-board fluid transfer solutions to OEMs and automotive suppliers in Europe, Africa, Asia, and the Americas. Its wiring harness and hose tube protection systems include uncoated and coated sleeving; reflective sleeving and heat shield; branching, fastening, and closure accessories; convoluted and specialty convoluted tubing; flexible and hard smooth tubing; tubular, wrappable, and shrinkable sleeving; self-closing sleeving; and expandable sleeving products, as well as specialty solutions comprising turbo tapes, cables ties, stiffeners, and routing channels. The company's fluid transfer tubing products consists of liquid, internal and external vapor, SCR, canister, and additive lines, as well as fuel delivery modules; corrugated tubes, filling pipes, and smooth tubes; and high pressure pipes, water draining tubes, battery draining tubes, canister purge lines, cooling and ventilation air tubes, and filling pipes. It also offers interior trim fastenings, including seat retainers, and felt stripes and specialty products; and technical belts and straps for industry and logistics, personal protection, mobile safety and comfort, and lifestyle and leisure applications. The company was founded in 1954 and is headquartered in Anteuil, France. Delfingen Industry S.A. is a subsidiary of Delfingen Group.","Delfingen Industry S.A. provides protection and routing systems for electrical networks, and on-board fluid transfer solutions to OEMs and automotive suppliers in Europe, Africa, Asia, and the Americas. Its wiring harness and hose tube protection systems include uncoated and coated sleeving; reflective sleeving and heat shield; branching, fastening, and closure accessories; convoluted and specialty convoluted tubing; flexible and hard smooth tubing; tubular, wrappable, and shrinkable sleeving; self-closing sleeving; and expandable sleeving products, as well as specialty solutions comprising turbo tapes, cables ties, stiffeners, and routing channels. The company's fluid transfer tubing products consists of liquid, internal and external vapor, SCR, canister, and additive lines, as well as fuel delivery modules; corrugated tubes, filling pipes, and smooth tubes; and high pressure pipes, water draining tubes, battery draining tubes, canister purge lines, cooling and ventilation air tubes, and filling pipes. It also offers interior trim fastenings, including seat retainers, and felt stripes and specialty products; and technical belts and straps for industry and logistics, personal protection, mobile safety and comfort, and lifestyle and leisure applications. The company was founded in 1954 and is headquartered in Anteuil, France. Delfingen Industry S.A. is a subsidiary of Delfingen Group.",2013-09-19,Auto Parts,https://www.delfingen.com,3624,362994000,Mr. Bernard Streit,,33381907300,,Rue Emile Streit,"Anteuil, BOURGOGNE-FRANCHE-COMTE, FR",25340,https://www.delfingen.com,https://www.delfingen.com,https://financialmodelingprep.com/image-stock/ALDEL.PA.png,"#Delfingen Industry S.A., #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Valeo SE,Valeo SE,"Valeo SE designs, produces, and sells components, systems, and services for automakers in France, other European countries, Africa, North America, South America, and Asia. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also provides powertrain systems, including electric powertrain systems for electric cars; torque converters, dual dry and wet clutches, and actuators that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal management of vehicles and passenger comfort in the cabin, including heating ventilation and air conditioning systems. Further, the company designs and produces lighting and wiper systems for drivers in various weather conditions. Additionally, it offers original equipment spares to auto manufacturers; and replacement parts and accessories to independent aftermarket for passenger cars and commercial vehicles. The company was incorporated in 1923 and is headquartered in Paris, France.","Valeo SE designs, produces, and sells components, systems, and services for automakers in France, other European countries, Africa, North America, South America, and Asia. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also provides powertrain systems, including electric powertrain systems for electric cars; torque converters, dual dry and wet clutches, and actuators that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal management of vehicles and passenger comfort in the cabin, including heating ventilation and air conditioning systems. Further, the company designs and produces lighting and wiper systems for drivers in various weather conditions. Additionally, it offers original equipment spares to auto manufacturers; and replacement parts and accessories to independent aftermarket for passenger cars and commercial vehicles. The company was incorporated in 1923 and is headquartered in Paris, France.",2013-07-16,Auto Parts,https://www.valeo.com,103300,17262000000,Mr. Jacques Aschenbroich,,33140552020,,43 rue Bayen,"Paris, ILE-DE-FRANCE, FR",75017,https://www.valeo.com,https://www.valeo.com,https://financialmodelingprep.com/image-stock/FR.PA.png,"#Valeo SE, #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Burelle SA,Burelle SA,"Burelle SA, through its subsidiaries, provides automotive equipment, intelligent body systems, and clean energy systems and modules in France and internationally. The company offers plastic and composite body parts and systems, and fuel and pollution control systems; researches and develops lightweight vehicles, pollution control systems, and support for new engines; and develops, assembles, and provides logistics for automotive front-end modules. It also operates a venture capital company that invests in various companies through a network of family offices, investment funds, and financial institutions; and owns an office building in Levallois, as well as various real estate assets in the Lyon region. The company was founded in 1957 and is headquartered in Lyon, France.","Burelle SA, through its subsidiaries, provides automotive equipment, intelligent body systems, and clean energy systems and modules in France and internationally. The company offers plastic and composite body parts and systems, and fuel and pollution control systems; researches and develops lightweight vehicles, pollution control systems, and support for new engines; and develops, assembles, and provides logistics for automotive front-end modules. It also operates a venture capital company that invests in various companies through a network of family offices, investment funds, and financial institutions; and owns an office building in Levallois, as well as various real estate assets in the Lyon region. The company was founded in 1957 and is headquartered in Lyon, France.",1991-03-25,Auto Parts,https://www.burelle.fr,20872,7244594000,Mr. Jean Burelle,,33140876500,,19 Boulevard Jules Carteret,"LYON, AUVERGNE-RHONE-ALPES, FR",69007,https://www.burelle.fr,https://www.burelle.fr,https://financialmodelingprep.com/image-stock/BUR.PA.jpg,"#Burelle SA, #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
AKWEL,AKWEL,"AKWEL engages in the designing, developing, producing, and selling of tooling equipment and parts to automotive and truck manufacturers in France and internationally. The company was formerly known as MGI Coutier SA and changed its name to AKWEL in June 2018. The company was founded in 1972 and is headquartered in Champfromier, France. AKWEL is a subsidiary of COUTIER DEVELOPPEMENT.","AKWEL engages in the designing, developing, producing, and selling of tooling equipment and parts to automotive and truck manufacturers in France and internationally. The company was formerly known as MGI Coutier SA and changed its name to AKWEL in June 2018. The company was founded in 1972 and is headquartered in Champfromier, France. AKWEL is a subsidiary of COUTIER DEVELOPPEMENT.",1994-01-01,Auto Parts,https://akwel-automotive.com,9700,922434000,,,33450569898,,975 route des Burgondes,"Champfromier, AUVERGNE-RHONE-ALPES, FR",1410,https://akwel-automotive.com,https://akwel-automotive.com,https://financialmodelingprep.com/image-stock/AKW.PA.png,"#AKWEL, #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Compagnie Plastic Omnium SE,Compagnie Plastic Omnium SE,"Compagnie Plastic Omnium SE designs, develops, manufactures, and sells intelligent exterior systems, clean energy systems, and modules for the automotive industry in France, rest of Europe, North America, China, rest of Asia, and internationally. It offers intelligent exterior systems, including bumpers, energy absorption systems, tailgate modules, spoilers, fender supports, and rocket panels, as well as radar and other sensors. The company also manufactures blown polyethylene energy systems, including fuel tanks for internal combustion or hybrid vehicles; and depollution systems for diesel engines. In addition, it engages in the development of new energies, including hydrogen and associated technologies, such as high-pressure storage in fuel tanks with carbon fiber reinforcement, fuel cells, and solutions for energy. Further, it manufactures hydrogen fuel tanks, fuel cell stacks, and integrated hydrogen systems; and manufactures electric batteries. In addition, it is involved in the development, assembly, and logistics of front-end modules, as well as offers other parts of the vehicles, such as cockpit and the center consoles. The company was founded in 1946 and is headquartered in Levallois-Perret, France. Compagnie Plastic Omnium SE is a subsidiary of Burelle SA.","Compagnie Plastic Omnium SE designs, develops, manufactures, and sells intelligent exterior systems, clean energy systems, and modules for the automotive industry in France, rest of Europe, North America, China, rest of Asia, and internationally. It offers intelligent exterior systems, including bumpers, energy absorption systems, tailgate modules, spoilers, fender supports, and rocket panels, as well as radar and other sensors. The company also manufactures blown polyethylene energy systems, including fuel tanks for internal combustion or hybrid vehicles; and depollution systems for diesel engines. In addition, it engages in the development of new energies, including hydrogen and associated technologies, such as high-pressure storage in fuel tanks with carbon fiber reinforcement, fuel cells, and solutions for energy. Further, it manufactures hydrogen fuel tanks, fuel cell stacks, and integrated hydrogen systems; and manufactures electric batteries. In addition, it is involved in the development, assembly, and logistics of front-end modules, as well as offers other parts of the vehicles, such as cockpit and the center consoles. The company was founded in 1946 and is headquartered in Levallois-Perret, France. Compagnie Plastic Omnium SE is a subsidiary of Burelle SA.",1991-03-25,Auto Parts,https://www.plasticomnium.com,20872,7233311000,Mr. Laurent Burelle,,33140876400,,19 Boulevard Jules Carteret,"LYON, AUVERGNE-RHONE-ALPES, FR",92593,https://www.plasticomnium.com,https://www.plasticomnium.com,https://financialmodelingprep.com/image-stock/POM.PA.png,"#Compagnie Plastic Omnium SE, #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Plastiques du Val de Loire,Plastiques du Val de Loire,"Plastiques du Val de Loire engages in the production and sale of plastic parts in France, the United States, and the rest of Europe. It offers interior equipment for motor vehicles, such as cockpits, decoration, and mechanisms; exterior appearance parts; technical front facades; seat parts; lighting and signaling parts; and under the hood parts. The company also manufactures plastic products for use in construction and electricity, household electrical appliances, multimedia, leisure and garden, and luxury/design markets. Plastiques du Val de Loire was founded in 1963 and is headquartered in Langeais, France.","Plastiques du Val de Loire engages in the production and sale of plastic parts in France, the United States, and the rest of Europe. It offers interior equipment for motor vehicles, such as cockpits, decoration, and mechanisms; exterior appearance parts; technical front facades; seat parts; lighting and signaling parts; and under the hood parts. The company also manufactures plastic products for use in construction and electricity, household electrical appliances, multimedia, leisure and garden, and luxury/design markets. Plastiques du Val de Loire was founded in 1963 and is headquartered in Langeais, France.",1991-01-01,Auto Parts,https://groupe-plastivaloire.com,6245,677163000,Mr. Patrick Findeling,,33247961515,,"Z. I. Nord, Bp 38","Langeais, CENTRE, FR",37130,https://groupe-plastivaloire.com,https://groupe-plastivaloire.com,https://financialmodelingprep.com/image-stock/PVL.PA.png,"#Plastiques du Val de Loire, #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,"The Goodyear Tire & Rubber Company, together with its subsidiaries, develops, manufactures, distributes, and sells tires and related products and services worldwide. It offers various lines of tires for automobiles, trucks, buses, aircraft, motorcycles, earthmoving equipment, and mining and industrial equipment under the Goodyear, Cooper, Dunlop, Kelly, Debica, Sava, Fulda, Mastercraft, Roadmaster, and various other house brands, as well as under the private-label brands. The company also retreads truck, aviation, and off-the-road tires; manufactures and sells tread rubber and other tire retreading materials; sells chemical and natural rubber products; and provides automotive and commercial truck maintenance and repair services, and miscellaneous other products and services. It operates approximately 1,000 retail outlets, which offer products for retail sale, and provides repair and other services. The company sells its products worldwide through a network of independent dealers, regional distributors, retail outlets, and retailers. The Goodyear Tire & Rubber Company was incorporated in 1898 and is headquartered in Akron, Ohio.","The Goodyear Tire & Rubber Company, together with its subsidiaries, develops, manufactures, distributes, and sells tires and related products and services worldwide. It offers various lines of tires for automobiles, trucks, buses, aircraft, motorcycles, earthmoving equipment, and mining and industrial equipment under the Goodyear, Cooper, Dunlop, Kelly, Debica, Sava, Fulda, Mastercraft, Roadmaster, and various other house brands, as well as under the private-label brands. The company also retreads truck, aviation, and off-the-road tires; manufactures and sells tread rubber and other tire retreading materials; sells chemical and natural rubber products; and provides automotive and commercial truck maintenance and repair services, and miscellaneous other products and services. It operates approximately 1,000 retail outlets, which offer products for retail sale, and provides repair and other services. The company sells its products worldwide through a network of independent dealers, regional distributors, retail outlets, and retailers. The Goodyear Tire & Rubber Company was incorporated in 1898 and is headquartered in Akron, Ohio.",1927-08-05,Auto Parts,https://www.goodyear.com,72000,17478000000,Mr. Richard Kramer,,12167962121,,1144 E Market St,"Akron, OHIO, US",44316-0001,https://www.goodyear.com,https://www.goodyear.com,https://financialmodelingprep.com/image-stock/GT.SW.jpg,"#The Goodyear Tire & Rubber Company, #Auto Parts, #Consumer Cyclical",20,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
HELLA GmbH & Co. KGaA,HELLA GmbH & Co. KGaA,"HELLA GmbH & Co. KGaA, together with its subsidiaries, develops, manufactures, and sells lighting systems and electronic components for automotive industry worldwide. It operates through three segments: Automotive, Aftermarket, and Special Applications. The Automotive segment offers headlamps, rear combination lamps, car body and interior lighting products, and radomes; and body electronics, energy management, lighting electronics, and power steering solutions, as well as driver assistance systems and components, including sensors and engine compartment actuators. The Aftermarket segment produces and sells automotive parts and accessories primarily in the areas of lighting, electrics, and electronics; and provides workshop solutions in the areas of diagnostics and calibration, as well as various services for wholesalers and workshops. The Special Applications segment develops, manufactures, and markets lighting technology and electronic products for special vehicles comprising construction and agricultural machinery, buses, caravans, and marine vessels. The company was formerly known as HELLA KGaA Hueck & Co. and changed its name to HELLA GmbH & Co. KGaA in October 2017. HELLA GmbH & Co. KGaA was founded in 1899 and is headquartered in Lippstadt, Germany. As of January 31, 2022, HELLA GmbH & Co. KGaA operates as a subsidiary of Faurecia S.E.","HELLA GmbH & Co. KGaA, together with its subsidiaries, develops, manufactures, and sells lighting systems and electronic components for automotive industry worldwide. It operates through three segments: Automotive, Aftermarket, and Special Applications. The Automotive segment offers headlamps, rear combination lamps, car body and interior lighting products, and radomes; and body electronics, energy management, lighting electronics, and power steering solutions, as well as driver assistance systems and components, including sensors and engine compartment actuators. The Aftermarket segment produces and sells automotive parts and accessories primarily in the areas of lighting, electrics, and electronics; and provides workshop solutions in the areas of diagnostics and calibration, as well as various services for wholesalers and workshops. The Special Applications segment develops, manufactures, and markets lighting technology and electronic products for special vehicles comprising construction and agricultural machinery, buses, caravans, and marine vessels. The company was formerly known as HELLA KGaA Hueck & Co. and changed its name to HELLA GmbH & Co. KGaA in October 2017. HELLA GmbH & Co. KGaA was founded in 1899 and is headquartered in Lippstadt, Germany. As of January 31, 2022, HELLA GmbH & Co. KGaA operates as a subsidiary of Faurecia S.E.",2018-02-05,Auto Parts,https://www.hella.com,35800,6379734000,,,49 2941 38 0,,Rixbecker Strasse 75,"Lippstadt, , DE",59552,https://www.hella.com,https://www.hella.com,https://financialmodelingprep.com/image-stock/HLE.SW.png,"#HELLA GmbH & Co. KGaA, #Auto Parts, #Consumer Cyclical",20,1,FALSE,2022-05-20 0:00,2022-05-20 0:00
Knorr-Bremse Aktiengesellschaft,Knorr-Bremse Aktiengesellschaft,"Knorr-Bremse Aktiengesellschaft develops, produces, markets, and services braking and other systems for rail and commercial vehicles worldwide. It offers intelligence entrance, power electrics and control technology, digital solutions for optimization of rail traffic, couplers, signal systems, stationary and mobile testing equipment, wiper and wash systems, and sanitary systems for mass transit and long distance rail vehicles. The company also provides electronic brake controls, as well as driver assistance, air supply, and powertrain systems for trucks, buses, trailers, and agricultural machinery. In addition, it offers leasing, holding, logistics, and media and IT services. The company was incorporated in 1998 and is headquartered in Munich, Germany. Knorr-Bremse Aktiengesellschaft is a subsidiary of KB Holding GmbH.","Knorr-Bremse Aktiengesellschaft develops, produces, markets, and services braking and other systems for rail and commercial vehicles worldwide. It offers intelligence entrance, power electrics and control technology, digital solutions for optimization of rail traffic, couplers, signal systems, stationary and mobile testing equipment, wiper and wash systems, and sanitary systems for mass transit and long distance rail vehicles. The company also provides electronic brake controls, as well as driver assistance, air supply, and powertrain systems for trucks, buses, trailers, and agricultural machinery. In addition, it offers leasing, holding, logistics, and media and IT services. The company was incorporated in 1998 and is headquartered in Munich, Germany. Knorr-Bremse Aktiengesellschaft is a subsidiary of KB Holding GmbH.",2019-01-03,Auto Parts,https://www.knorr-bremse.com,30612,6705640000,,,49 89 3547 0,,Moosacher Strasse 80,"Munich, , DE",80809,https://www.knorr-bremse.com,https://www.knorr-bremse.com,https://financialmodelingprep.com/image-stock/KBX.SW.png,"#Knorr-Bremse Aktiengesellschaft, #Auto Parts, #Consumer Cyclical",20,1,FALSE,2022-05-20 0:00,2022-05-20 0:00
Schaeffler AG,Schaeffler AG,"Schaeffler AG, together with its subsidiaries, manufactures and sells precision components and systems for automotive and industrial applications in Europe, the Americas, China, and the Asia Pacific. The company's Automotive OEM division offers engine systems, including rolling bearing solutions, belt and chain drive products, valve train components, and systems for variable valve trains; and transmission systems, such as torsion and vibration dampers, clutches and double clutch systems, torque converters, CVT components, lightweight differentials, bearing solutions, and synchronizing and gearshift components. This division also provides chassis systems comprising wheel bearings, bearing solutions, steering components, electromechanical actuators for roll stabilizers, and power-assisted steering systems; and hybrid and electrical drive systems that include hybrid modules, electrical axle drives, and electrical wheel hub drives. Its Automotive Aftermarket division offers repair solutions for passenger cars, light commercial vehicles, heavy commercial vehicles, and tractors, as well as supporting services. The company's Industrial division provides components and systems. This division serves customers in the mobility, energy and raw materials, production machinery, aerospace, and industrial distribution. It has a strategic partnership with Fraunhofer-Gesellschaft. The company was formerly known as I Beteiligungsgesellschaft mit beschränkter Haftung and changed its name to Schaeffler AG in October 2014. The company was founded in 1946 and is headquartered in Herzogenaurach, Germany. Schaeffler AG is a subsidiary of IHO Verwaltungs GmbH.","Schaeffler AG, together with its subsidiaries, manufactures and sells precision components and systems for automotive and industrial applications in Europe, the Americas, China, and the Asia Pacific. The company's Automotive OEM division offers engine systems, including rolling bearing solutions, belt and chain drive products, valve train components, and systems for variable valve trains; and transmission systems, such as torsion and vibration dampers, clutches and double clutch systems, torque converters, CVT components, lightweight differentials, bearing solutions, and synchronizing and gearshift components. This division also provides chassis systems comprising wheel bearings, bearing solutions, steering components, electromechanical actuators for roll stabilizers, and power-assisted steering systems; and hybrid and electrical drive systems that include hybrid modules, electrical axle drives, and electrical wheel hub drives. Its Automotive Aftermarket division offers repair solutions for passenger cars, light commercial vehicles, heavy commercial vehicles, and tractors, as well as supporting services. The company's Industrial division provides components and systems. This division serves customers in the mobility, energy and raw materials, production machinery, aerospace, and industrial distribution. It has a strategic partnership with Fraunhofer-Gesellschaft. The company was formerly known as I Beteiligungsgesellschaft mit beschränkter Haftung and changed its name to Schaeffler AG in October 2014. The company was founded in 1946 and is headquartered in Herzogenaurach, Germany. Schaeffler AG is a subsidiary of IHO Verwaltungs GmbH.",2017-11-10,Auto Parts,https://www.schaeffler.com,83935,13852000000,,,49 9132 82 0,,Industriestrasse 1-3,"Herzogenaurach, , DE",91074,https://www.schaeffler.com,https://www.schaeffler.com,https://financialmodelingprep.com/image-stock/SHAF.SW.png,"#Schaeffler AG, #Auto Parts, #Consumer Cyclical",20,1,FALSE,2022-05-20 0:00,2022-05-20 0:00
Autoneum Holding AG,Autoneum Holding AG,"Autoneum Holding AG develops and manufactures acoustic and thermal management solutions for the automotive market. It offers multifunctional and lightweight components and systems for noise and heat protection. The company provides engine and e-motor encapsulations, frunks, outer dashes, hoodliners, engine top covers, engine and body-mounted absorbers, and outer trunk floor insulators; and underbody products, including under floor and under engine shields, wheelhouse outer liners, outer tunnel and floor insulators, battery electromagnetic shields, under battery shields, and heatshields, as well as battery and spare wheel pans. It also offers interior floor products comprising inner dashes, needle punch and tufted carpets, floor insulators and mats, inner wheelhouse and trunk floor insulators, and dampers; and other components, such as ultra-silent for underbody systems, di-light for carpet systems, prime-light and IFP-R2 for inner dashes and floor insulators, hybrid-acoustics PET for conventional insulation, mono-liner for wheelhouse outer liners, and relive-1 under the Autoneum Pure label; and measurement systems, as well as performs simulations and tests. The company has operations in Europe, North America, Asia, South America, the Middle East, and Africa. Autoneum Holding AG was founded in 1901 and is headquartered in Winterthur, Switzerland.","Autoneum Holding AG develops and manufactures acoustic and thermal management solutions for the automotive market. It offers multifunctional and lightweight components and systems for noise and heat protection. The company provides engine and e-motor encapsulations, frunks, outer dashes, hoodliners, engine top covers, engine and body-mounted absorbers, and outer trunk floor insulators; and underbody products, including under floor and under engine shields, wheelhouse outer liners, outer tunnel and floor insulators, battery electromagnetic shields, under battery shields, and heatshields, as well as battery and spare wheel pans. It also offers interior floor products comprising inner dashes, needle punch and tufted carpets, floor insulators and mats, inner wheelhouse and trunk floor insulators, and dampers; and other components, such as ultra-silent for underbody systems, di-light for carpet systems, prime-light and IFP-R2 for inner dashes and floor insulators, hybrid-acoustics PET for conventional insulation, mono-liner for wheelhouse outer liners, and relive-1 under the Autoneum Pure label; and measurement systems, as well as performs simulations and tests. The company has operations in Europe, North America, Asia, South America, the Middle East, and Africa. Autoneum Holding AG was founded in 1901 and is headquartered in Winterthur, Switzerland.",2011-05-13,Auto Parts,https://www.autoneum.com,11840,1700400000,Mr. Matthias Holzammer,,41522448282,,"Schlosstalstrasse 43, P.O. Box","Winterthur, ZUERICH, CH",8406,https://www.autoneum.com,https://www.autoneum.com,https://financialmodelingprep.com/image-stock/AUTN.SW.png,"#Autoneum Holding AG, #Auto Parts, #Consumer Cyclical",20,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Bosch Limited,Bosch Limited,"Bosch Limited manufactures and trades in automotive products in India and internationally. The company operates through Automotive Products and Others segments. It provides automotive, industrial, consumer goods, and energy and building technology products. The company offers powertrain solutions, including gasoline and diesel injection products and solutions, and electrified drives with battery and fuel cell technologies for the electric vehicle, passenger car, and commercial vehicle/off-road market segments. It also provides automotive aftermarket services; a range of spare parts for vehicles; and repair solutions for passenger cars and two wheelers. In addition, the company offers power tools, power-tool accessories, and measuring technologies for professional users in trade and industry, the DIY market, and amateur crafters; video surveillance, intrusion detection, and fire detection and voice evacuation systems, as well as access control and management systems primarily for infrastructure and commercial applications; and critical communication systems, and professional audio and conference systems for communication of voice, sound, and music. Further, it provides indoor climate and domestic hot water technologies, condensing technologies, solar thermal systems, heat pumps, and combined heat and power systems; and home appliances. Additionally, the company offers drive and control technology, energy and building solutions, engineering and business solutions, security solutions, and software solutions for industry and trades. The company was incorporated in 1951 and is headquartered in Bengaluru, India. Bosch Limited is a subsidiary of Robert Bosch Internationale Beteiligungen AG.","Bosch Limited manufactures and trades in automotive products in India and internationally. The company operates through Automotive Products and Others segments. It provides automotive, industrial, consumer goods, and energy and building technology products. The company offers powertrain solutions, including gasoline and diesel injection products and solutions, and electrified drives with battery and fuel cell technologies for the electric vehicle, passenger car, and commercial vehicle/off-road market segments. It also provides automotive aftermarket services; a range of spare parts for vehicles; and repair solutions for passenger cars and two wheelers. In addition, the company offers power tools, power-tool accessories, and measuring technologies for professional users in trade and industry, the DIY market, and amateur crafters; video surveillance, intrusion detection, and fire detection and voice evacuation systems, as well as access control and management systems primarily for infrastructure and commercial applications; and critical communication systems, and professional audio and conference systems for communication of voice, sound, and music. Further, it provides indoor climate and domestic hot water technologies, condensing technologies, solar thermal systems, heat pumps, and combined heat and power systems; and home appliances. Additionally, the company offers drive and control technology, energy and building solutions, engineering and business solutions, security solutions, and software solutions for industry and trades. The company was incorporated in 1951 and is headquartered in Bengaluru, India. Bosch Limited is a subsidiary of Robert Bosch Internationale Beteiligungen AG.",1994-11-03,Auto Parts,https://www.bosch.in,31530,94834000000,,,9.18022E+11,,"Post Box No. 3000, Hosur Road,, Adugodi","Bangalore, KARTAKA, IN",560030,https://www.bosch.in,https://www.bosch.in,https://financialmodelingprep.com/image-stock/BOSCHLTD.NS.png,"#Bosch Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
