,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
475,"Currency Exchange International, Corp.","Currency Exchange International, Corp.","Currency Exchange International, Corp., together with its subsidiaries, engages in the money service and payment businesses in the United States and Canada. It offers financial institutions, international wire payments, foreign check clearing, foreign bank note exchange, and foreign draft issuance solutions; corporate, hedge and risk management, and international payment solutions; and international traveler's, foreign currency exchange, bitcoin and ether cryptocurrencies, gold bullion coins and bars, multi-currency cash passport, and American Express traveler's cheque solutions. The company serves financial institutions, and money service businesses, as well as travel, technology, payroll, healthcare, and nonprofit sectors. It operates a network of 35 branches. The company was formerly known as Currency Exchange International, Inc. and changed its name to Currency Exchange International, Corp. in October 2007. Currency Exchange International, Corp. was incorporated in 1998 and is headquartered in Orlando, Florida.","Currency Exchange International, Corp., together with its subsidiaries, engages in the money service and payment businesses in the United States and Canada. It offers financial institutions, international wire payments, foreign check clearing, foreign bank note exchange, and foreign draft issuance solutions; corporate, hedge and risk management, and international payment solutions; and international traveler's, foreign currency exchange, bitcoin and ether cryptocurrencies, gold bullion coins and bars, multi-currency cash passport, and American Express traveler's cheque solutions. The company serves financial institutions, and money service businesses, as well as travel, technology, payroll, healthcare, and nonprofit sectors. It operates a network of 35 branches. The company was formerly known as Currency Exchange International, Inc. and changed its name to Currency Exchange International, Corp. in October 2007. Currency Exchange International, Corp. was incorporated in 1998 and is headquartered in Orlando, Florida.",2012-03-09,Capital Markets,https://www.ceifx.com,199,30263518.0,Mr. Randolph Pinna,NA,14072400224,NA,6675 Westwood Blvd Ste 300,"Orlando, FLORIDA, US",32821,https://www.ceifx.com,https://www.ceifx.com,https://financialmodelingprep.com/image-stock/CXI.TO.png,"#Currency Exchange International, Corp., #Capital Markets, #Financial Services",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
476,MEG Energy Corp.,MEG Energy Corp.,"MEG Energy Corp., an energy company, focuses on sustainable in situ thermal oil production in the southern Athabasca oil region of Alberta, Canada. The company owns a 100% interest in approximately 410 square miles of mineral leases. It also develops oil recovery projects that utilize steam-assisted gravity drainage extraction methods to improve the recovery of oil, as well as lower carbon emissions. The company transports and sells thermal oil to refiners in North America and internationally. As of December 31, 2021, it had approximately 2.0 billion barrels of gross proved plus probable bitumen reserves at the Christina Lake Project. The company was incorporated in 1999 and is headquartered in Calgary, Canada.","MEG Energy Corp., an energy company, focuses on sustainable in situ thermal oil production in the southern Athabasca oil region of Alberta, Canada. The company owns a 100% interest in approximately 410 square miles of mineral leases. It also develops oil recovery projects that utilize steam-assisted gravity drainage extraction methods to improve the recovery of oil, as well as lower carbon emissions. The company transports and sells thermal oil to refiners in North America and internationally. As of December 31, 2021, it had approximately 2.0 billion barrels of gross proved plus probable bitumen reserves at the Christina Lake Project. The company was incorporated in 1999 and is headquartered in Calgary, Canada.",2010-07-29,Oil & Gas E&P,https://www.megenergy.com,411,4397000000.0,Mr. Derek Evans,NA,14037700446,NA,"25th Floor-Main Floor Reception, 21st Floor-Mail Room,, 600, 3 Avenue SW","Calgary, ALBERTA, CA",T2P 0G5,https://www.megenergy.com,https://www.megenergy.com,https://financialmodelingprep.com/image-stock/MEG.TO.png,"#MEG Energy Corp., #Oil & Gas E&P, #Energy",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
477,Optiva Inc.,Optiva Inc.,"Optiva Inc. provides cloud-native monetization and revenue management software to communication service providers (CSP) in Europe, the Middle East, Africa, North America, Latin America, the Caribbean, Asia, and the Pacific Rim. The company's monetization products enable real-time charging, rating, billing, product catalog, policy management, and customer care for any digital services of a CSP. Its solutions include Optiva Charging Engine, a convergent charging solution that helps CSPs to monetize platform; Optiva Business Support System Platform, an end-to-end cloud native converged charging and billing solutions on the private and public cloud; Policy Control, a data monetization for real-time applications, such as video streaming, interactive gaming, and voice over LTE; and Optiva Wholesale Billing, a cloud-based solution that provides converged settlement and accurate interconnect billing. The company also offers Optiva Payment solutions that include various payment methods, including voucher and voucher less payment and top-up solutions. The company was founded in 1999 and is headquartered in Mississauga, Canada.","Optiva Inc. provides cloud-native monetization and revenue management software to communication service providers (CSP) in Europe, the Middle East, Africa, North America, Latin America, the Caribbean, Asia, and the Pacific Rim. The company's monetization products enable real-time charging, rating, billing, product catalog, policy management, and customer care for any digital services of a CSP. Its solutions include Optiva Charging Engine, a convergent charging solution that helps CSPs to monetize platform; Optiva Business Support System Platform, an end-to-end cloud native converged charging and billing solutions on the private and public cloud; Policy Control, a data monetization for real-time applications, such as video streaming, interactive gaming, and voice over LTE; and Optiva Wholesale Billing, a cloud-based solution that provides converged settlement and accurate interconnect billing. The company also offers Optiva Payment solutions that include various payment methods, including voucher and voucher less payment and top-up solutions. The company was founded in 1999 and is headquartered in Mississauga, Canada.",2008-10-22,Software—Infrastructure,https://www.optiva.com,374,65236192.0,Mr. Erez  Sverdlov,NA,905 625 2622,NA,East Tower,"Mississauga, ON, CA",L5N 2X7,https://www.optiva.com,https://www.optiva.com,https://financialmodelingprep.com/image-stock/OPT.TO.png,"#Optiva Inc., #Software—Infrastructure, #Technology",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
478,Imperial Oil Limited,Imperial Oil Limited,"Imperial Oil Limited engages in exploration, production, and sale of crude oil and natural gas in Canada. The company operates through three segments: Upstream, Downstream and Chemical segments. The Upstream segment explores for, and produces crude oil, natural gas, synthetic oil, and bitumen. As of December 31, 2021, this segment had 386 million oil-equivalent barrels of proved undeveloped reserves. The Downstream segment is involved in the transportation and refining of crude oil, blending of refined products and the distribution, and marketing of refined products. It also transports crude oil to refineries by contracted pipelines, common carrier pipelines, and rail; maintains a distribution system to move petroleum products to market by pipeline, tanker, rail, and road transport; and owns and operates fuel terminals, natural gas liquids, and products pipelines in Alberta, Manitoba, and Ontario. In addition, this segment markets and supplies petroleum products to motoring public through approximately 2,400 Esso and Mobil-branded sites. Further, it sells petroleum products, including fuel, asphalt, and lubricants for industrial and transportation customers, independent marketers, and resellers, as well as other refiners serving the agriculture, residential heating, and commercial markets through branded fuel and lubricant resellers. The Chemical segment manufactures and markets various petrochemicals, benzene, aromatic and aliphatic solvents, plasticizer intermediates, and polyethylene resin. The company was incorporated in 1880 and is headquartered in Calgary, Canada. Imperial Oil Limited is a subsidiary of Exxon Mobil Corporation.","Imperial Oil Limited engages in exploration, production, and sale of crude oil and natural gas in Canada. The company operates through three segments: Upstream, Downstream and Chemical segments. The Upstream segment explores for, and produces crude oil, natural gas, synthetic oil, and bitumen. As of December 31, 2021, this segment had 386 million oil-equivalent barrels of proved undeveloped reserves. The Downstream segment is involved in the transportation and refining of crude oil, blending of refined products and the distribution, and marketing of refined products. It also transports crude oil to refineries by contracted pipelines, common carrier pipelines, and rail; maintains a distribution system to move petroleum products to market by pipeline, tanker, rail, and road transport; and owns and operates fuel terminals, natural gas liquids, and products pipelines in Alberta, Manitoba, and Ontario. In addition, this segment markets and supplies petroleum products to motoring public through approximately 2,400 Esso and Mobil-branded sites. Further, it sells petroleum products, including fuel, asphalt, and lubricants for industrial and transportation customers, independent marketers, and resellers, as well as other refiners serving the agriculture, residential heating, and commercial markets through branded fuel and lubricant resellers. The Chemical segment manufactures and markets various petrochemicals, benzene, aromatic and aliphatic solvents, plasticizer intermediates, and polyethylene resin. The company was incorporated in 1880 and is headquartered in Calgary, Canada. Imperial Oil Limited is a subsidiary of Exxon Mobil Corporation.",1980-03-17,Oil & Gas Integrated,https://www.imperialoil.ca,5400,35662000000.0,Mr. Richard Kruger,NA,15874763740,NA,505 Quarry Park Blvd SE,"Calgary, ALBERTA, CA",T2C 5N1,https://www.imperialoil.ca,https://www.imperialoil.ca,https://financialmodelingprep.com/image-stock/IMO.TO.png,"#Imperial Oil Limited, #Oil & Gas Integrated, #Energy",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
479,Voyager Digital Ltd.,Voyager Digital Ltd.,"Voyager Digital Ltd., through its subsidiaries, operates as a crypto asset brokerage firm primarily in the United States and Canada. It operates a digital platform that enables users to buy and sell crypto assets across multiple centralized marketplaces in one account. The company was formerly known as Voyager Digital (Canada) Ltd. and changed its name to Voyager Digital Ltd. in July 2020. The company was founded in 2018 and is headquartered in New York, New York.","Voyager Digital Ltd., through its subsidiaries, operates as a crypto asset brokerage firm primarily in the United States and Canada. It operates a digital platform that enables users to buy and sell crypto assets across multiple centralized marketplaces in one account. The company was formerly known as Voyager Digital (Canada) Ltd. and changed its name to Voyager Digital Ltd. in July 2020. The company was founded in 2018 and is headquartered in New York, New York.",2019-09-23,Software—Application,https://www.investvoyager.com,318,175056000.0,NA,NA,212 547 8807,NA,33 Irving Place,"New York, NY, US",10003,https://www.investvoyager.com,https://www.investvoyager.com,https://financialmodelingprep.com/image-stock/VOYG.TO.png,"#Voyager Digital Ltd., #Software—Application, #Technology",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
480,Lassonde Industries Inc.,Lassonde Industries Inc.,"Lassonde Industries Inc., together with its subsidiaries, develops, produces, and markets a range of ready-to-drink fruit juices and drinks, and frozen juice concentrates in Canada, the United States, and internationally. The company offers pure juices, fruit drinks, cranberry sauces, fruit-based snacks, pasta sauces, bruschetta toppings, tapenades, and pestos. In addition, it produces apple cider and cider-based beverages; and imports and markets selected wines. The company sells its products in various packages under various trademarks, including Antico, Apple & Eve, Arte Nova, Bombay, Canton, Double Vie, Dublin's Pub, Everfresh, Fairlee, Fruité, Grown Right, Kiju, Mont-Rouge, Northland, Oasis, Old Orchard, Orange Maison, Rougemont, Ruby Kist, Sun-Rype, The Switch, Tropical Grove, Allen's, Arizona, Del Monte, Graves, Nature's Best, and Tetley. It serves supermarket chains, independent grocers, superstores, warehouse clubs, pharmacy chains, restaurants, hotels, hospitals, schools, and wholesalers, as well as sells online. The company was founded in 1918 and is headquartered in Rougemont, Canada.","Lassonde Industries Inc., together with its subsidiaries, develops, produces, and markets a range of ready-to-drink fruit juices and drinks, and frozen juice concentrates in Canada, the United States, and internationally. The company offers pure juices, fruit drinks, cranberry sauces, fruit-based snacks, pasta sauces, bruschetta toppings, tapenades, and pestos. In addition, it produces apple cider and cider-based beverages; and imports and markets selected wines. The company sells its products in various packages under various trademarks, including Antico, Apple & Eve, Arte Nova, Bombay, Canton, Double Vie, Dublin's Pub, Everfresh, Fairlee, Fruité, Grown Right, Kiju, Mont-Rouge, Northland, Oasis, Old Orchard, Orange Maison, Rougemont, Ruby Kist, Sun-Rype, The Switch, Tropical Grove, Allen's, Arizona, Del Monte, Graves, Nature's Best, and Tetley. It serves supermarket chains, independent grocers, superstores, warehouse clubs, pharmacy chains, restaurants, hotels, hospitals, schools, and wholesalers, as well as sells online. The company was founded in 1918 and is headquartered in Rougemont, Canada.",1987-08-05,Beverages—Non-Alcoholic,https://www.lassonde.com,2700,1892862000.0,Ms. Nathalie Lassonde,NA,14504694926,NA,755 Principale St,"Rougemont, QUEBEC, CA",J0L 1M0,https://www.lassonde.com,https://www.lassonde.com,https://financialmodelingprep.com/image-stock/LAS-A.TO.png,"#Lassonde Industries Inc., #Beverages—Non-Alcoholic, #Consumer Defensive",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
481,Inter Pipeline Ltd.,Inter Pipeline Ltd.,"Inter Pipeline Ltd. engages in the petroleum transportation and storage, and natural gas liquids processing businesses in Canada and Europe. The company operates through four segments: Oil Sands Transportation; Conventional Oil Pipelines; Natural Gas Liquids (NGL) Processing; and Bulk Liquid Storage. The Oil Sands Transportation segment transports petroleum products, such as bitumen blend and diluent through Cold Lake, Corridor, and Polaris pipeline systems covering approximately 3,300 kilometers of pipeline and 3.8 million barrels of storage capacity. This segment also offers related blending and handling services. The Conventional Oil Pipelines segment is involved in the transportation of petroleum products, including crude oil through Bow River, Central Alberta, and Mid-Saskatchewan pipeline systems covering approximately 3,900 kilometers of pipeline and 1,375,000 barrels of storage capacity; and related blending, handling, and marketing activities. The NGL Processing segment processes pipeline natural gas to remove NGL, including ethane, propane, butane, and pentanes-plus; and fractionates NGL stream to produce ethane products and propane plus. These NGLs are used as energy products; and as a feedstock for the petrochemical and crude oil refining industries. The Bulk Liquid Storage segment stores and handles bulk liquid products. This segment operates 23 bulk liquid storage terminals and approximately 37 million barrels of storage capacity. Inter Pipeline Ltd. was founded in 1997 and is headquartered in Calgary, Canada.","Inter Pipeline Ltd. engages in the petroleum transportation and storage, and natural gas liquids processing businesses in Canada and Europe. The company operates through four segments: Oil Sands Transportation; Conventional Oil Pipelines; Natural Gas Liquids (NGL) Processing; and Bulk Liquid Storage. The Oil Sands Transportation segment transports petroleum products, such as bitumen blend and diluent through Cold Lake, Corridor, and Polaris pipeline systems covering approximately 3,300 kilometers of pipeline and 3.8 million barrels of storage capacity. This segment also offers related blending and handling services. The Conventional Oil Pipelines segment is involved in the transportation of petroleum products, including crude oil through Bow River, Central Alberta, and Mid-Saskatchewan pipeline systems covering approximately 3,900 kilometers of pipeline and 1,375,000 barrels of storage capacity; and related blending, handling, and marketing activities. The NGL Processing segment processes pipeline natural gas to remove NGL, including ethane, propane, butane, and pentanes-plus; and fractionates NGL stream to produce ethane products and propane plus. These NGLs are used as energy products; and as a feedstock for the petrochemical and crude oil refining industries. The Bulk Liquid Storage segment stores and handles bulk liquid products. This segment operates 23 bulk liquid storage terminals and approximately 37 million barrels of storage capacity. Inter Pipeline Ltd. was founded in 1997 and is headquartered in Calgary, Canada.",2013-09-02,Oil & Gas Midstream,http://www.interpipeline.com,1656,2400500000.0,Mr. Christian Bayle,NA,14032906000,NA,215 2 St SW Suite 3200,"Calgary, ALBERTA, CA",T2P 1M4,http://www.interpipeline.com,http://www.interpipeline.com,https://financialmodelingprep.com/image-stock/IPL.TO.png,"#Inter Pipeline Ltd., #Oil & Gas Midstream, #Energy",11,1,False,2022-05-23 12:00:23,2022-05-23 12:00:23
482,Boralex Inc.,Boralex Inc.,"Boralex Inc., together with its subsidiaries, engages in the development, construction, and operation of renewable energy power facilities primarily in Canada, France, and the United States. As of December 31, 2021, the company had interests in 90 wind power stations with an installed capacity of 2,032 megawatts (MW); 16 hydroelectric power stations with a capacity of 181 MW; 12 solar power stations with an installed capacity of 244 MW; and one thermal power station with an installed capacity of 35 MW. It also operates two hydroelectric power stations on behalf of R.S.P. Énergie Inc. Boralex Inc. was incorporated in 1982 and is headquartered in Kingsey Falls, Canada.","Boralex Inc., together with its subsidiaries, engages in the development, construction, and operation of renewable energy power facilities primarily in Canada, France, and the United States. As of December 31, 2021, the company had interests in 90 wind power stations with an installed capacity of 2,032 megawatts (MW); 16 hydroelectric power stations with a capacity of 181 MW; 12 solar power stations with an installed capacity of 244 MW; and one thermal power station with an installed capacity of 35 MW. It also operates two hydroelectric power stations on behalf of R.S.P. Énergie Inc. Boralex Inc. was incorporated in 1982 and is headquartered in Kingsey Falls, Canada.",1984-12-24,Utilities—Renewable,https://www.boralex.com,562,619000000.0,Mr. Patrick Lemaire,NA,15142849890,NA,36 Rue Lajeunesse,"Kingsey Falls, QUEBEC, CA",J0A 1B0,https://www.boralex.com,https://www.boralex.com,https://financialmodelingprep.com/image-stock/BLX.TO.jpg,"#Boralex Inc., #Utilities—Renewable, #Utilities",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
483,Canada Goose Holdings Inc.,Canada Goose Holdings Inc.,"Canada Goose Holdings Inc. designs, manufactures, and sells performance luxury apparel for men, women, youth, children, and babies in Canada, the United States, Asia, Europe, and internationally. It operates through three segments: Direct-to-Consumer, Wholesale, and Other. The company offers parkas, lightweight down jackets, rainwear, windwear, knitwear, footwear, and accessories for fall, winter, and spring seasons. As of March 28, 2021, it operated through its 51 national e-commerce markets and 28 directly operated retail stores in North America, Europe, and Asia. The company also sells its products through wholesale partners and distributors. Canada Goose Holdings Inc. was founded in 1957 and is headquartered in Toronto, Canada.","Canada Goose Holdings Inc. designs, manufactures, and sells performance luxury apparel for men, women, youth, children, and babies in Canada, the United States, Asia, Europe, and internationally. It operates through three segments: Direct-to-Consumer, Wholesale, and Other. The company offers parkas, lightweight down jackets, rainwear, windwear, knitwear, footwear, and accessories for fall, winter, and spring seasons. As of March 28, 2021, it operated through its 51 national e-commerce markets and 28 directly operated retail stores in North America, Europe, and Asia. The company also sells its products through wholesale partners and distributors. Canada Goose Holdings Inc. was founded in 1957 and is headquartered in Toronto, Canada.",2019-01-24,Apparel Manufacturing,https://www.canadagoose.com,3590,903700000.0,Mr. Dani  Reiss,NA,416 780 9850,NA,250 Bowie Avenue,"Toronto, ON, CA",M6E 4Y2,https://www.canadagoose.com,https://www.canadagoose.com,https://financialmodelingprep.com/image-stock/GOOS.TO.png,"#Canada Goose Holdings Inc., #Apparel Manufacturing, #Consumer Cyclical",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
484,Candente Copper Corp.,Candente Copper Corp.,"Candente Copper Corp., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. The company primarily explores for copper, gold, and silver deposits. Its principal property is the Cañariaco project consisting of 15 mining concessions covering a total area of approximately 10,190 hectares located in Northern Peru. The company was formerly known as Candente Resource Corp. and changed its name to Candente Copper Corp. in December 2009. Candente Copper Corp. was incorporated in 1997 and is headquartered in Vancouver, Canada.","Candente Copper Corp., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. The company primarily explores for copper, gold, and silver deposits. Its principal property is the Cañariaco project consisting of 15 mining concessions covering a total area of approximately 10,190 hectares located in Northern Peru. The company was formerly known as Candente Resource Corp. and changed its name to Candente Copper Corp. in December 2009. Candente Copper Corp. was incorporated in 1997 and is headquartered in Vancouver, Canada.",2000-05-15,Copper,https://www.candentecopper.com,14,0.0,Ms. Joanne Freeze,NA,16046891957,NA,905 Pender St W Suite 200,"VANCOUVER, BRITISH COLUMBIA, CA",V6E 2S1,https://www.candentecopper.com,https://www.candentecopper.com,https://financialmodelingprep.com/image-stock/DNT.TO.png,"#Candente Copper Corp., #Copper, #Basic Materials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
485,The Keg Royalties Income Fund,The Keg Royalties Income Fund,"The Keg Royalties Income Fund operates as an unincorporated open-ended limited purpose trust. The company invests in The Keg Rights Limited Partnership, which owns the trademarks, trade names, operating procedures and systems, and other intellectual property used in connection with the operation of Keg steakhouse restaurants and bars. As of December 31, 2021, it had 106 Keg restaurants in operation, including 39 in Canada and 10 in the United Sates; and 57 Keg restaurants, which are owned and operated by Keg franchisees in Canada. The Keg Royalties Income Fund was incorporated in 2002 and is headquartered in Richmond, Canada.","The Keg Royalties Income Fund operates as an unincorporated open-ended limited purpose trust. The company invests in The Keg Rights Limited Partnership, which owns the trademarks, trade names, operating procedures and systems, and other intellectual property used in connection with the operation of Keg steakhouse restaurants and bars. As of December 31, 2021, it had 106 Keg restaurants in operation, including 39 in Canada and 10 in the United Sates; and 57 Keg restaurants, which are owned and operated by Keg franchisees in Canada. The Keg Royalties Income Fund was incorporated in 2002 and is headquartered in Richmond, Canada.",2002-05-31,Restaurants,https://www.kegincomefund.com,10400,17174000.0,Mr. David Aisenstat,NA,,NA,10100 Shellbridge Way,"RICHMOND, BRITISH COLUMBIA, CA",V6X 2W7,https://www.kegincomefund.com,https://www.kegincomefund.com,https://financialmodelingprep.com/image-stock/KEG-UN.TO.png,"#The Keg Royalties Income Fund, #Restaurants, #Consumer Cyclical",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
486,Leon's Furniture Limited,Leon's Furniture Limited,"Leon's Furniture Limited, together with its subsidiaries, operates as a retailer of home furnishings, mattresses, appliances, and electronics in Canada. The company also operates as a commercial retailer of appliances to builders, developers, renovators, hotels, and property management companies. In addition, it offers household furniture, electronics, and appliance repair services; and credit insurance products. The company sells its products through a network of retail stores under the Leon's, The Brick, The Brick Outlet, and The Brick Mattress Store banners; and the Brick's Midnorthern Appliance and Appliance Canada banners, as well as through Websites, including appliancecanada.com, leons.ca, thebrick.com, and furniture.ca. As of December 31, 2021, the company operated 67 Brick franchise stores. Leon's Furniture Limited was founded in 1909 and is headquartered in Toronto, Canada.","Leon's Furniture Limited, together with its subsidiaries, operates as a retailer of home furnishings, mattresses, appliances, and electronics in Canada. The company also operates as a commercial retailer of appliances to builders, developers, renovators, hotels, and property management companies. In addition, it offers household furniture, electronics, and appliance repair services; and credit insurance products. The company sells its products through a network of retail stores under the Leon's, The Brick, The Brick Outlet, and The Brick Mattress Store banners; and the Brick's Midnorthern Appliance and Appliance Canada banners, as well as through Websites, including appliancecanada.com, leons.ca, thebrick.com, and furniture.ca. As of December 31, 2021, the company operated 67 Brick franchise stores. Leon's Furniture Limited was founded in 1909 and is headquartered in Toronto, Canada.",1980-03-17,Specialty Retail,https://www.leons.ca,8434,2512670000.0,Mr. Edward Leon,NA,14162437880,NA,45 Gordon Mackay Rd,"North York, ONTARIO, CA",M9N 3X3,https://www.leons.ca,https://www.leons.ca,https://financialmodelingprep.com/image-stock/LNF.TO.png,"#Leon's Furniture Limited, #Specialty Retail, #Consumer Cyclical",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
487,Cameco Corporation,Cameco Corporation,"Cameco Corporation produces and sells uranium. It operates through two segments, Uranium and Fuel Services. The Uranium segment is involved in the exploration for, mining, and milling, as well as purchase and sale of uranium concentrate. The Fuel Services segment engages in the refining, conversion, and fabrication of uranium concentrate, as well as the purchase and sale of conversion services. This segment also produces fuel bundles or reactor components for CANDU reactors. The company sells its uranium and fuel services to nuclear utilities in the Americas, Europe, and Asia. Cameco Corporation was incorporated in 1987 and is headquartered in Saskatoon, Canada.","Cameco Corporation produces and sells uranium. It operates through two segments, Uranium and Fuel Services. The Uranium segment is involved in the exploration for, mining, and milling, as well as purchase and sale of uranium concentrate. The Fuel Services segment engages in the refining, conversion, and fabrication of uranium concentrate, as well as the purchase and sale of conversion services. This segment also produces fuel bundles or reactor components for CANDU reactors. The company sells its uranium and fuel services to nuclear utilities in the Americas, Europe, and Asia. Cameco Corporation was incorporated in 1987 and is headquartered in Saskatoon, Canada.",1991-01-01,Uranium,https://www.cameco.com,1885,1474984000.0,Mr. Timothy Gitzel,NA,13069566200,NA,2121 11th St W,"Saskatoon, SASKATCHEWAN, CA",S7M 1J3,https://www.cameco.com,https://www.cameco.com,https://financialmodelingprep.com/image-stock/CCO.TO.png,"#Cameco Corporation, #Uranium, #Energy",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
488,VerticalScope Holdings Inc.,VerticalScope Holdings Inc.,"VerticalScope Holdings Inc., a technology company, operates a cloud-based digital community platform in Canada. It provides digital advertising services, including direct advertising campaigns, custom content solutions, and programmatic advertising; and e-commerce solutions. The company also focus on hyper-specific subjects that engender strong affinity from online communities of enthusiasts, super fans, experts, pros, hobbyists, and armchair analysts. Its brands include communities for watch geeks, audio nerds, motorheads, fitness-obsessed, mountain bikers, DIYers, deal junkies, and enthusiasts. The company serves approximately 106 million monthly active users and 56 million registered community members in approximately one thousand and two hundred online communities. VerticalScope Holdings Inc. was founded in 1999 and is headquartered in Toronto, Canada.","VerticalScope Holdings Inc., a technology company, operates a cloud-based digital community platform in Canada. It provides digital advertising services, including direct advertising campaigns, custom content solutions, and programmatic advertising; and e-commerce solutions. The company also focus on hyper-specific subjects that engender strong affinity from online communities of enthusiasts, super fans, experts, pros, hobbyists, and armchair analysts. Its brands include communities for watch geeks, audio nerds, motorheads, fitness-obsessed, mountain bikers, DIYers, deal junkies, and enthusiasts. The company serves approximately 106 million monthly active users and 56 million registered community members in approximately one thousand and two hundred online communities. VerticalScope Holdings Inc. was founded in 1999 and is headquartered in Toronto, Canada.",2021-06-15,Internet Content & Information,https://www.verticalscope.com,303,65761629.0,NA,NA,,NA,111 Peter Street,"Toronto, ON, CA",M5V 2H1,https://www.verticalscope.com,https://www.verticalscope.com,https://financialmodelingprep.com/image-stock/FORA.TO.png,"#VerticalScope Holdings Inc., #Internet Content & Information, #Communication Services",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
489,Empire Company Limited,Empire Company Limited,"Empire Company Limited, together with its subsidiaries, engages in the food retail and related real estate businesses in Canada. It operates through two segments, Food Retailing, and Investments and Other Operations. The company owns, affiliates, and franchises approximately 1,500 retail stores under various retail banners, including Sobeys, Safeway, IGA, Foodland, FreshCo, Thrifty Foods, Farm Boy, Longo's, and Lawtons Drugs; and approximately 350 retail fuel locations, as well as operates grocery e-commerce stores under the banners, such as Voilà by Sobeys, Grocery Gateway, IGA.net, and ThriftyFoods.com. It also owns interest in the Crombie Real Estate Investment Trust, an open-ended real estate investment trust to own, operate, and develop a portfolio of grocery and pharmacy-anchored shopping centers, freestanding stores, and mixed use developments; and various equity accounted interests in Genstar partnerships that develop residential real estate properties in Ontario, Western Canada, and the United States. The company was founded in 1907 and is headquartered in Stellarton, Canada.","Empire Company Limited, together with its subsidiaries, engages in the food retail and related real estate businesses in Canada. It operates through two segments, Food Retailing, and Investments and Other Operations. The company owns, affiliates, and franchises approximately 1,500 retail stores under various retail banners, including Sobeys, Safeway, IGA, Foodland, FreshCo, Thrifty Foods, Farm Boy, Longo's, and Lawtons Drugs; and approximately 350 retail fuel locations, as well as operates grocery e-commerce stores under the banners, such as Voilà by Sobeys, Grocery Gateway, IGA.net, and ThriftyFoods.com. It also owns interest in the Crombie Real Estate Investment Trust, an open-ended real estate investment trust to own, operate, and develop a portfolio of grocery and pharmacy-anchored shopping centers, freestanding stores, and mixed use developments; and various equity accounted interests in Genstar partnerships that develop residential real estate properties in Ontario, Western Canada, and the United States. The company was founded in 1907 and is headquartered in Stellarton, Canada.",1982-07-19,Grocery Stores,https://www.empireco.ca,134000,28268300000.0,Mr. Michael Medline,NA,19027528371,NA,115 King Street,"Stellarton, NOVA SCOTIA, CA",B0K 1S0,https://www.empireco.ca,https://www.empireco.ca,https://financialmodelingprep.com/image-stock/EMP-A.TO.png,"#Empire Company Limited, #Grocery Stores, #Consumer Defensive",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
490,Sabina Gold & Silver Corp.,Sabina Gold & Silver Corp.,"Sabina Gold & Silver Corp., a precious metals company, engages in the acquisition, exploration, and development of mineral resource properties in Canada. The company primarily explores for gold and silver deposit. Its flagship projects include Back River gold project comprising Goose, George, Boulder, Boot, Del, and Bath properties, as well as the port facility at Bathurst Inlet that covers an area of approximately 564 square kilometers located in Nunavut, Canada; and silver royalty on the Hackett River project that covers an area of approximately 10,637 hectares located in Nunavut, Canada. The company was formerly known as Sabina Silver Corporation and changed its name to Sabina Gold & Silver Corp. in October 2009. Sabina Gold & Silver Corp. was incorporated in 1966 and is headquartered in Vancouver, Canada.","Sabina Gold & Silver Corp., a precious metals company, engages in the acquisition, exploration, and development of mineral resource properties in Canada. The company primarily explores for gold and silver deposit. Its flagship projects include Back River gold project comprising Goose, George, Boulder, Boot, Del, and Bath properties, as well as the port facility at Bathurst Inlet that covers an area of approximately 564 square kilometers located in Nunavut, Canada; and silver royalty on the Hackett River project that covers an area of approximately 10,637 hectares located in Nunavut, Canada. The company was formerly known as Sabina Silver Corporation and changed its name to Sabina Gold & Silver Corp. in October 2009. Sabina Gold & Silver Corp. was incorporated in 1966 and is headquartered in Vancouver, Canada.",1981-05-22,Gold,https://www.sabinagoldsilver.com,36,0.0,Dr. D. Bruce McLeod,NA,16049984175,NA,"Bentall Tower 2, 1800-555 Burrard St, Box 220","VANCOUVER, BRITISH COLUMBIA, CA",V7X 1M9,https://www.sabinagoldsilver.com,https://www.sabinagoldsilver.com,https://financialmodelingprep.com/image-stock/SBB.TO.jpg,"#Sabina Gold & Silver Corp., #Gold, #Basic Materials",11,1,True,2022-05-23 12:00:23,2022-05-23 12:00:23
